,nearest_tumour_dist,tumour_count_r150,tumour_frac_knn_20,PDCD1,LAG3,HAVCR2,CTLA4,CD47,THBS1,target,patients,treatment_clean
SMI_T10_F002_c3097,28.934996111974716,32.0,0.9,0.0,2.0,0.0,0.0,1.0,0.0,Exhausted,HGSC7,Untreated
SMI_T10_F002_c5786,55.185654838916534,28.0,0.85,0.0,0.0,1.0,0.0,1.0,0.0,Exhausted,HGSC7,Untreated
SMI_T10_F002_c6122,26.35137947053255,30.0,0.8,0.0,0.0,0.0,0.0,1.0,0.0,Active,HGSC7,Untreated
SMI_T10_F002_c8908,6.688057191741052,39.0,0.95,1.0,0.0,0.0,0.0,0.0,1.0,Exhausted,HGSC7,Untreated
SMI_T10_F002_c2361,43.985071615265376,24.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC7,Untreated
SMI_T10_F002_c5070,55.217751674620075,27.0,0.85,0.0,0.0,0.0,1.0,0.0,0.0,Exhausted,HGSC7,Untreated
SMI_T10_F002_c6959,24.967428782315537,23.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC7,Untreated
SMI_T10_F002_c5086,33.66531324672319,26.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC7,Untreated
SMI_T10_F002_c1339,29.928598363438365,26.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC7,Untreated
SMI_T10_F002_c312,31.381918504132464,22.0,0.8,0.0,1.0,0.0,0.0,1.0,0.0,Exhausted,HGSC7,Untreated
SMI_T10_F002_c5446,51.03129432025097,25.0,0.95,0.0,0.0,0.0,0.0,1.0,0.0,Active,HGSC7,Untreated
SMI_T10_F002_c5871,38.96369720650261,28.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC7,Untreated
SMI_T10_F002_c6839,52.131477055613736,30.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC7,Untreated
SMI_T10_F002_c8184,24.19464610197906,33.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Exhausted,HGSC7,Untreated
SMI_T10_F002_c7213,38.53018686692295,33.0,0.95,0.0,2.0,0.0,0.0,1.0,0.0,Exhausted,HGSC7,Untreated
SMI_T10_F002_c9294,27.756341617727575,20.0,0.95,1.0,1.0,1.0,0.0,0.0,0.0,Exhausted,HGSC7,Untreated
SMI_T10_F002_c141,28.676278343083506,20.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC7,Untreated
SMI_T10_F002_c630,24.35602038511239,24.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC7,Untreated
SMI_T10_F002_c6675,28.57162928500931,33.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC7,Untreated
SMI_T10_F002_c5257,15.120238093364177,24.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC7,Untreated
SMI_T10_F002_c1070,37.822111257834024,29.0,0.9,0.0,0.0,0.0,0.0,3.0,0.0,Active,HGSC7,Untreated
SMI_T10_F002_c2231,34.720797528282326,21.0,0.85,0.0,0.0,1.0,0.0,0.0,0.0,Exhausted,HGSC7,Untreated
SMI_T10_F002_c3892,29.421320500616535,30.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC7,Untreated
SMI_T10_F002_c6491,54.80648228083982,23.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC7,Untreated
SMI_T10_F002_c7119,36.95800618269333,29.0,0.95,1.0,0.0,0.0,0.0,1.0,0.0,Exhausted,HGSC7,Untreated
SMI_T10_F002_c830,33.0192629384727,19.0,0.55,0.0,0.0,1.0,1.0,0.0,0.0,Exhausted,HGSC7,Untreated
SMI_T10_F002_c1056,26.60407654852966,20.0,0.85,0.0,0.0,1.0,0.0,1.0,0.0,Exhausted,HGSC7,Untreated
SMI_T10_F002_c214,35.92489421000463,24.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC7,Untreated
SMI_T10_F002_c6834,55.008203933595254,21.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC7,Untreated
SMI_T10_F002_c2187,50.745819226809076,29.0,0.9,0.0,1.0,0.0,0.0,0.0,0.0,Exhausted,HGSC7,Untreated
SMI_T10_F002_c849,32.42140286909253,21.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC7,Untreated
SMI_T10_F002_c479,25.04010990391182,31.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,Exhausted,HGSC7,Untreated
SMI_T10_F002_c5712,40.603736281283055,26.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC7,Untreated
SMI_T10_F002_c7724,33.81953719375827,37.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC7,Untreated
SMI_T10_F002_c5637,17.503995800959284,37.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Active,HGSC7,Untreated
SMI_T10_F002_c7909,31.51015709259476,27.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC7,Untreated
SMI_T10_F002_c8874,27.297217806948794,35.0,0.9,0.0,1.0,0.0,0.0,1.0,0.0,Exhausted,HGSC7,Untreated
SMI_T10_F002_c4236,32.40050153932795,33.0,0.95,1.0,1.0,0.0,0.0,0.0,0.0,Exhausted,HGSC7,Untreated
SMI_T10_F002_c8178,26.79045352359681,18.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC7,Untreated
SMI_T10_F002_c5797,43.59971559540302,19.0,0.85,0.0,0.0,0.0,0.0,0.0,1.0,Active,HGSC7,Untreated
SMI_T10_F002_c4798,70.01015069259586,17.0,0.4,0.0,1.0,0.0,0.0,0.0,0.0,Exhausted,HGSC7,Untreated
SMI_T10_F003_c1063,42.25992191190115,9.0,0.85,0.0,0.0,2.0,0.0,0.0,0.0,Exhausted,HGSC8,Treated
SMI_T10_F003_c2564,63.02295216823798,11.0,0.65,1.0,0.0,0.0,0.0,1.0,0.0,Exhausted,HGSC8,Treated
SMI_T10_F003_c2628,77.32755073225844,3.0,0.4,2.0,0.0,0.0,0.0,0.0,0.0,Exhausted,HGSC8,Treated
SMI_T10_F003_c1508,294.24586080351224,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Exhausted,HGSC8,Treated
SMI_T10_F003_c1624,98.9301900331745,4.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC8,Treated
SMI_T10_F003_c1859,18.322740761141613,4.0,0.2,0.0,3.0,1.0,0.0,0.0,1.0,Exhausted,HGSC8,Treated
SMI_T10_F003_c2145,57.75558587703881,8.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC8,Treated
SMI_T10_F003_c2324,78.41571908743792,6.0,0.7,0.0,1.0,0.0,1.0,1.0,0.0,Exhausted,HGSC8,Treated
SMI_T10_F003_c295,345.0551261233486,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,Exhausted,HGSC8,Treated
SMI_T10_F003_c3515,68.86337778529318,4.0,0.6,2.0,0.0,1.0,2.0,0.0,1.0,Exhausted,HGSC8,Treated
SMI_T10_F003_c614,90.8772048205712,7.0,0.65,0.0,1.0,0.0,1.0,1.0,0.0,Exhausted,HGSC8,Treated
SMI_T10_F003_c1379,366.9761179818108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC8,Treated
SMI_T10_F003_c1806,81.98689895343034,6.0,0.45,0.0,0.0,1.0,0.0,0.0,1.0,Exhausted,HGSC8,Treated
SMI_T10_F003_c2488,83.05344785136852,8.0,0.45,1.0,0.0,4.0,2.0,0.0,0.0,Exhausted,HGSC8,Treated
SMI_T10_F003_c2632,42.78583877873609,11.0,0.75,0.0,0.0,0.0,0.0,1.0,0.0,Active,HGSC8,Treated
SMI_T10_F003_c2726,73.46828771653792,6.0,0.3,1.0,0.0,0.0,1.0,0.0,1.0,Exhausted,HGSC8,Treated
SMI_T10_F003_c2777,55.12640020897431,9.0,0.45,2.0,0.0,0.0,0.0,0.0,0.0,Exhausted,HGSC8,Treated
SMI_T10_F003_c1304,248.70698125505052,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,Exhausted,HGSC8,Treated
SMI_T10_F003_c1755,10.838062050016019,6.0,0.65,1.0,0.0,0.0,1.0,0.0,1.0,Exhausted,HGSC8,Treated
SMI_T10_F003_c1845,51.93391174367676,4.0,0.2,0.0,0.0,1.0,0.0,0.0,0.0,Exhausted,HGSC8,Treated
SMI_T10_F003_c2266,24.098796650455235,9.0,0.8,3.0,0.0,0.0,0.0,0.0,1.0,Exhausted,HGSC8,Treated
SMI_T10_F003_c2728,38.17392282697705,3.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,Exhausted,HGSC8,Treated
SMI_T10_F003_c645,71.05175978819952,7.0,0.45,0.0,0.0,0.0,0.0,1.0,0.0,Active,HGSC8,Treated
SMI_T10_F003_c2505,58.64582934872687,9.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC8,Treated
SMI_T10_F003_c3224,95.47178079935456,3.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC8,Treated
SMI_T10_F003_c590,100.27340778591324,6.0,0.45,1.0,0.0,1.0,0.0,1.0,0.0,Exhausted,HGSC8,Treated
SMI_T10_F003_c3381,29.21484896418269,7.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,Exhausted,HGSC8,Treated
SMI_T10_F003_c353,211.82423674357946,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Exhausted,HGSC8,Treated
SMI_T10_F003_c884,8.666051926915907,12.0,0.65,0.0,1.0,0.0,5.0,2.0,1.0,Exhausted,HGSC8,Treated
SMI_T10_F003_c1585,59.43114671617916,5.0,0.45,0.0,0.0,2.0,0.0,0.0,0.0,Exhausted,HGSC8,Treated
SMI_T10_F003_c1694,64.14290448677849,10.0,0.7,0.0,0.0,5.0,0.0,0.0,0.0,Exhausted,HGSC8,Treated
SMI_T10_F003_c2780,42.775611041807444,7.0,0.5,2.0,0.0,1.0,7.0,0.0,0.0,Exhausted,HGSC8,Treated
SMI_T10_F003_c942,42.23360979125518,5.0,0.55,0.0,0.0,0.0,0.0,1.0,0.0,Active,HGSC8,Treated
SMI_T10_F003_c990,14.273941326767734,11.0,0.65,2.0,2.0,0.0,1.0,0.0,0.0,Exhausted,HGSC8,Treated
SMI_T10_F003_c2626,49.63680086387524,9.0,0.6,1.0,0.0,2.0,2.0,0.0,0.0,Exhausted,HGSC8,Treated
SMI_T10_F003_c3497,41.021579686794105,9.0,0.65,0.0,0.0,1.0,6.0,0.0,0.0,Exhausted,HGSC8,Treated
SMI_T10_F003_c2979,37.2708679802337,16.0,0.85,0.0,1.0,0.0,0.0,1.0,0.0,Exhausted,HGSC8,Treated
SMI_T10_F003_c3133,160.95201861424417,0.0,0.45,0.0,1.0,1.0,0.0,0.0,0.0,Exhausted,HGSC8,Treated
SMI_T10_F003_c2617,73.99970810753226,4.0,0.3,0.0,0.0,1.0,2.0,0.0,0.0,Exhausted,HGSC8,Treated
SMI_T10_F003_c2586,29.69859929356986,9.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC8,Treated
SMI_T10_F003_c3520,47.215381910983155,4.0,0.55,1.0,0.0,0.0,0.0,2.0,0.0,Exhausted,HGSC8,Treated
SMI_T10_F003_c1940,20.984913628604776,5.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC8,Treated
SMI_T10_F003_c2024,38.910679767899225,3.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC8,Treated
SMI_T10_F003_c2443,54.768489115548604,8.0,0.55,1.0,0.0,0.0,1.0,0.0,0.0,Exhausted,HGSC8,Treated
SMI_T10_F003_c3540,112.82047509206853,3.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,Exhausted,HGSC8,Treated
SMI_T10_F003_c528,24.390280769191808,9.0,0.55,0.0,1.0,2.0,4.0,0.0,0.0,Exhausted,HGSC8,Treated
SMI_T10_F003_c1327,61.217802149374954,8.0,0.7,0.0,1.0,0.0,0.0,0.0,0.0,Exhausted,HGSC8,Treated
SMI_T10_F003_c3411,24.56990842473775,9.0,0.85,0.0,1.0,1.0,0.0,0.0,0.0,Exhausted,HGSC8,Treated
SMI_T10_F003_c2338,24.445964902208242,9.0,0.7,0.0,0.0,1.0,0.0,2.0,0.0,Exhausted,HGSC8,Treated
SMI_T10_F003_c595,61.05161750518973,7.0,0.45,0.0,0.0,1.0,0.0,0.0,1.0,Exhausted,HGSC8,Treated
SMI_T10_F003_c1562,164.29665151791738,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC8,Treated
SMI_T10_F003_c2707,57.20406454090489,12.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,Exhausted,HGSC8,Treated
SMI_T10_F003_c373,188.45968806352198,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exhausted,HGSC8,Treated
SMI_T10_F003_c1931,97.73927051088522,6.0,0.75,1.0,0.0,0.0,0.0,0.0,0.0,Exhausted,HGSC8,Treated
SMI_T10_F003_c3395,107.87257033226751,4.0,0.35,0.0,0.0,0.0,0.0,0.0,1.0,Active,HGSC8,Treated
SMI_T10_F003_c1802,83.99101856746329,6.0,0.5,2.0,0.0,1.0,1.0,0.0,0.0,Exhausted,HGSC8,Treated
SMI_T10_F003_c3282,86.30515685635469,7.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC8,Treated
SMI_T10_F003_c361,95.01050939764534,3.0,0.65,0.0,0.0,1.0,2.0,0.0,0.0,Exhausted,HGSC8,Treated
SMI_T10_F003_c3382,14.265037679585703,7.0,0.7,2.0,0.0,1.0,1.0,1.0,0.0,Exhausted,HGSC8,Treated
SMI_T10_F003_c1332,178.94825732596536,0.0,0.4,0.0,0.0,0.0,0.0,1.0,0.0,Active,HGSC8,Treated
SMI_T10_F003_c2214,61.897606577314455,2.0,0.35,0.0,1.0,3.0,1.0,0.0,0.0,Exhausted,HGSC8,Treated
SMI_T10_F003_c994,48.83261050773363,10.0,0.65,1.0,2.0,1.0,1.0,2.0,0.0,Exhausted,HGSC8,Treated
SMI_T10_F003_c2248,90.07675449304335,3.0,0.8,0.0,0.0,0.0,0.0,1.0,0.0,Active,HGSC8,Treated
SMI_T10_F003_c1676,71.3041499493542,11.0,0.9,0.0,1.0,0.0,0.0,1.0,0.0,Exhausted,HGSC8,Treated
SMI_T10_F003_c2243,58.90188075095734,6.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC8,Treated
SMI_T10_F004_c1763,58.18437075366553,12.0,0.65,1.0,1.0,0.0,0.0,0.0,0.0,Exhausted,HGSC13,Treated
SMI_T10_F004_c2939,185.3530479922032,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC13,Treated
SMI_T10_F004_c1980,106.99908188858443,3.0,0.15,0.0,0.0,0.0,1.0,1.0,2.0,Exhausted,HGSC13,Treated
SMI_T10_F004_c2004,183.00475566498255,0.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,Exhausted,HGSC13,Treated
SMI_T10_F004_c2156,73.45499914913901,4.0,0.2,0.0,0.0,0.0,3.0,0.0,0.0,Exhausted,HGSC13,Treated
SMI_T10_F004_c2778,6.559664625573477,7.0,0.35,1.0,2.0,0.0,0.0,1.0,0.0,Exhausted,HGSC13,Treated
SMI_T10_F004_c3026,116.7754140433679,1.0,0.1,0.0,1.0,0.0,0.0,0.0,3.0,Exhausted,HGSC13,Treated
SMI_T10_F004_c741,104.010767788725,2.0,0.2,0.0,0.0,0.0,1.0,0.0,0.0,Exhausted,HGSC13,Treated
SMI_T10_F004_c964,127.55016482153201,3.0,0.3,0.0,0.0,0.0,0.0,0.0,4.0,Active,HGSC13,Treated
SMI_T10_F004_c3536,257.02176600436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Active,HGSC13,Treated
SMI_T10_F004_c618,85.62355341843742,5.0,0.5,0.0,0.0,0.0,0.0,0.0,3.0,Active,HGSC13,Treated
SMI_T10_F004_c2201,83.01560636410483,5.0,0.25,0.0,0.0,0.0,0.0,3.0,0.0,Active,HGSC13,Treated
SMI_T10_F004_c1671,416.3253556342682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Active,HGSC13,Treated
SMI_T10_F004_c882,180.41788443499738,0.0,0.05,0.0,1.0,0.0,0.0,0.0,1.0,Exhausted,HGSC13,Treated
SMI_T10_F004_c1945,188.60953581407279,0.0,0.05,2.0,0.0,0.0,0.0,0.0,0.0,Exhausted,HGSC13,Treated
SMI_T10_F004_c2972,103.35123221326393,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC13,Treated
SMI_T10_F004_c3440,33.23871521283581,5.0,0.35,1.0,0.0,0.0,0.0,0.0,0.0,Exhausted,HGSC13,Treated
SMI_T10_F004_c2532,45.56213888745799,11.0,0.6,1.0,0.0,0.0,0.0,0.0,0.0,Exhausted,HGSC13,Treated
SMI_T10_F004_c1011,163.11022545812423,0.0,0.1,0.0,0.0,0.0,0.0,1.0,1.0,Active,HGSC13,Treated
SMI_T10_F004_c1303,213.62934394881248,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,Exhausted,HGSC13,Treated
SMI_T10_F004_c135,43.36802726663973,6.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC13,Treated
SMI_T10_F004_c1835,306.6349649420299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC13,Treated
SMI_T10_F004_c2063,181.37673581802048,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC13,Treated
SMI_T10_F004_c3101,82.48895664875384,3.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,Active,HGSC13,Treated
SMI_T10_F004_c1275,125.71694714715295,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC13,Treated
SMI_T10_F004_c1443,232.05417858767385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC13,Treated
SMI_T10_F004_c1795,279.98867595831433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC13,Treated
SMI_T10_F004_c2792,106.53564004594894,3.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC13,Treated
SMI_T10_F004_c3557,56.05212217213556,7.0,0.45,1.0,0.0,1.0,0.0,2.0,1.0,Exhausted,HGSC13,Treated
SMI_T10_F004_c744,132.71460307366323,1.0,0.15,0.0,0.0,0.0,0.0,0.0,1.0,Active,HGSC13,Treated
SMI_T10_F004_c1643,135.03202027667345,1.0,0.15,0.0,1.0,0.0,0.0,0.0,0.0,Exhausted,HGSC13,Treated
SMI_T10_F004_c3633,76.35361411878293,2.0,0.35,0.0,0.0,0.0,0.0,1.0,0.0,Active,HGSC13,Treated
SMI_T10_F004_c2251,97.19437535166306,9.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC13,Treated
SMI_T10_F004_c1149,35.363581549384975,5.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC13,Treated
SMI_T10_F004_c2253,109.46258228728209,4.0,0.25,1.0,0.0,0.0,1.0,0.0,0.0,Exhausted,HGSC13,Treated
SMI_T10_F004_c2675,33.986267815104284,13.0,0.75,0.0,1.0,0.0,0.0,1.0,1.0,Exhausted,HGSC13,Treated
SMI_T10_F004_c1315,95.86181037827346,3.0,0.15,0.0,0.0,0.0,1.0,0.0,0.0,Exhausted,HGSC13,Treated
SMI_T10_F004_c2993,87.11117723920376,2.0,0.3,1.0,0.0,0.0,0.0,0.0,0.0,Exhausted,HGSC13,Treated
SMI_T10_F004_c1553,434.64021135302266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC13,Treated
SMI_T10_F004_c1073,153.82889718450153,0.0,0.15,0.0,0.0,0.0,0.0,0.0,1.0,Active,HGSC13,Treated
SMI_T10_F004_c1776,258.36780493126474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC13,Treated
SMI_T10_F004_c1878,293.50778456456646,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,Exhausted,HGSC13,Treated
SMI_T10_F004_c3308,63.72293954299341,4.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC13,Treated
SMI_T10_F005_c5158,583.9460612933354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC15,Treated
SMI_T10_F005_c1249,100.45515514895196,2.0,0.2,0.0,2.0,0.0,0.0,0.0,0.0,Exhausted,HGSC15,Treated
SMI_T10_F006_c2422,16.82659097975578,11.0,0.6,1.0,0.0,0.0,1.0,4.0,0.0,Exhausted,HGSC2,Untreated
SMI_T10_F006_c2753,78.9068705817182,9.0,0.4,0.0,0.0,0.0,0.0,0.0,1.0,Active,HGSC2,Untreated
SMI_T10_F006_c2187,39.365438204089315,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC2,Untreated
SMI_T10_F006_c2381,84.47322711960273,10.0,0.15,0.0,1.0,0.0,0.0,0.0,0.0,Exhausted,HGSC2,Untreated
SMI_T10_F006_c2566,41.03327917678521,9.0,0.4,3.0,1.0,0.0,0.0,0.0,1.0,Exhausted,HGSC2,Untreated
SMI_T10_F006_c3231,95.41465977511,8.0,0.4,0.0,0.0,0.0,0.0,0.0,1.0,Active,HGSC2,Untreated
SMI_T10_F006_c380,195.1172864612463,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC2,Untreated
SMI_T10_F006_c4738,64.91240251292515,8.0,0.5,0.0,1.0,0.0,0.0,0.0,2.0,Exhausted,HGSC2,Untreated
SMI_T10_F006_c4787,31.416755083872047,20.0,0.95,2.0,0.0,2.0,3.0,1.0,0.0,Exhausted,HGSC2,Untreated
SMI_T10_F006_c5378,42.21522592619874,19.0,0.65,0.0,0.0,0.0,2.0,0.0,1.0,Exhausted,HGSC2,Untreated
SMI_T10_F006_c2033,25.189815402261225,12.0,0.45,0.0,0.0,0.0,1.0,1.0,0.0,Exhausted,HGSC2,Untreated
SMI_T10_F006_c2335,77.01726819356792,10.0,0.15,0.0,0.0,0.0,0.0,1.0,6.0,Active,HGSC2,Untreated
SMI_T10_F006_c3082,27.973244359566053,12.0,0.3,0.0,1.0,0.0,0.0,0.0,0.0,Exhausted,HGSC2,Untreated
SMI_T10_F006_c4488,104.12779936212989,6.0,0.7,0.0,1.0,0.0,0.0,0.0,0.0,Exhausted,HGSC2,Untreated
SMI_T10_F006_c3113,18.05475283685697,10.0,0.4,0.0,0.0,0.0,1.0,0.0,0.0,Exhausted,HGSC2,Untreated
SMI_T10_F006_c610,13.58732659502939,14.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,Exhausted,HGSC2,Untreated
SMI_T10_F006_c3870,97.78052975925218,11.0,0.35,0.0,0.0,0.0,0.0,0.0,1.0,Active,HGSC2,Untreated
SMI_T10_F006_c2287,45.348009879155505,7.0,0.15,0.0,0.0,1.0,0.0,0.0,0.0,Exhausted,HGSC2,Untreated
SMI_T10_F006_c2404,82.26850308593211,6.0,0.3,2.0,0.0,0.0,0.0,2.0,0.0,Exhausted,HGSC2,Untreated
SMI_T10_F006_c4489,21.18763670162394,13.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,Exhausted,HGSC2,Untreated
SMI_T10_F006_c1037,34.42489889600256,23.0,0.85,0.0,0.0,1.0,1.0,0.0,0.0,Exhausted,HGSC2,Untreated
SMI_T10_F006_c1053,13.233025504396057,8.0,0.7,2.0,1.0,0.0,0.0,1.0,0.0,Exhausted,HGSC2,Untreated
SMI_T10_F006_c2563,22.414553308063134,14.0,0.35,0.0,0.0,1.0,0.0,1.0,1.0,Exhausted,HGSC2,Untreated
SMI_T10_F006_c3224,51.32053195359531,14.0,0.7,0.0,0.0,0.0,0.0,1.0,0.0,Active,HGSC2,Untreated
SMI_T10_F006_c3687,63.710091037448954,15.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC2,Untreated
SMI_T10_F006_c3772,177.691047045145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC2,Untreated
SMI_T10_F006_c4629,38.25438667656285,12.0,0.65,0.0,1.0,0.0,0.0,0.0,1.0,Exhausted,HGSC2,Untreated
SMI_T10_F006_c525,236.55572003441412,0.0,0.1,0.0,1.0,0.0,0.0,0.0,3.0,Exhausted,HGSC2,Untreated
SMI_T10_F006_c2400,46.58413893161496,15.0,0.4,0.0,1.0,0.0,0.0,1.0,0.0,Exhausted,HGSC2,Untreated
SMI_T10_F006_c2751,234.34936526476855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Active,HGSC2,Untreated
SMI_T10_F006_c2477,31.99962499780261,13.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,Exhausted,HGSC2,Untreated
SMI_T10_F006_c4459,93.37150421836418,4.0,0.75,0.0,0.0,2.0,0.0,0.0,1.0,Exhausted,HGSC2,Untreated
SMI_T10_F006_c4550,46.353883332467504,15.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,Exhausted,HGSC2,Untreated
SMI_T10_F006_c2425,27.277860986521688,20.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,Exhausted,HGSC2,Untreated
SMI_T10_F006_c140,68.84201688649165,13.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC2,Untreated
SMI_T10_F006_c2168,61.815300694892706,9.0,0.2,0.0,0.0,0.0,0.0,1.0,0.0,Active,HGSC2,Untreated
SMI_T10_F006_c3619,87.65963324130442,8.0,0.2,0.0,1.0,0.0,0.0,0.0,1.0,Exhausted,HGSC2,Untreated
SMI_T10_F006_c3064,45.328112689587726,2.0,0.2,0.0,0.0,0.0,0.0,1.0,0.0,Active,HGSC2,Untreated
SMI_T10_F006_c2572,59.922689993023674,17.0,0.55,3.0,0.0,0.0,3.0,0.0,0.0,Exhausted,HGSC2,Untreated
SMI_T10_F006_c3179,92.10007220409764,8.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC2,Untreated
SMI_T10_F006_c3451,20.22024727840897,18.0,0.7,1.0,1.0,0.0,0.0,1.0,0.0,Exhausted,HGSC2,Untreated
SMI_T10_F006_c3552,34.19339409886061,16.0,0.7,0.0,1.0,1.0,0.0,1.0,0.0,Exhausted,HGSC2,Untreated
SMI_T10_F006_c3957,43.60957349023272,11.0,0.75,1.0,0.0,0.0,0.0,0.0,0.0,Exhausted,HGSC2,Untreated
SMI_T10_F006_c4001,35.52645915370663,15.0,0.8,1.0,1.0,0.0,0.0,0.0,1.0,Exhausted,HGSC2,Untreated
SMI_T10_F006_c4048,6.790736337099013,24.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC2,Untreated
SMI_T10_F006_c933,21.986359407596353,10.0,0.55,0.0,0.0,0.0,0.0,0.0,1.0,Active,HGSC2,Untreated
SMI_T10_F006_c1384,57.78499199619239,19.0,0.65,0.0,0.0,0.0,0.0,0.0,1.0,Active,HGSC2,Untreated
SMI_T10_F006_c4571,41.07273669966483,11.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC2,Untreated
SMI_T10_F006_c1691,30.41179047672108,20.0,0.6,1.0,0.0,0.0,0.0,1.0,0.0,Exhausted,HGSC2,Untreated
SMI_T10_F006_c2474,48.74993973329617,19.0,0.65,0.0,0.0,0.0,0.0,0.0,1.0,Active,HGSC2,Untreated
